objectid,acc_id,longitude,latitude,crash_date,crash_time,severity
24294075,10329795,115.94475,-31.871131,17/11/2020,1555.0,Fatal
24297241,10343696,115.83250100000001,-32.736379,21/11/2020,1948.0,Fatal
24297242,10343700,115.773752,-32.423502,22/11/2020,240.0,Fatal
24297243,10343704,115.47845500000001,-33.616733,20/11/2020,1540.0,Fatal
24297258,10343916,115.86584099999999,-32.639631,27/11/2020,125.0,Fatal
24297455,10364197,116.759051,-31.913965,18/12/2020,1005.0,Fatal
24297456,10364201,116.203346,-31.731512,18/12/2020,2045.0,Fatal
24297739,10364669,117.71047,-34.774851,22/12/2020,955.0,Fatal
24298248,10355966,115.9811,-31.704403999999997,13/12/2020,216.0,Fatal
24298249,10355970,125.27781399999999,-32.295877000000004,12/12/2020,807.0,Fatal
24298263,10356128,116.83126399999999,-30.026653999999997,16/12/2020,1415.0,Fatal
24299036,10347945,115.81578,-32.074539,4/12/2020,1919.0,Fatal
24299037,10347949,115.781953,-31.797653000000004,6/12/2020,938.0,Fatal
24299038,10347953,115.84114299999999,-33.579459,5/12/2020,2000.0,Fatal
24299049,10347997,113.656016,-24.888381,5/12/2020,1438.0,Fatal
24303013,9267989,116.72448100000001,-31.58405,13/04/2016,2000.0,Fatal
24303014,9267993,119.56536000000001,-33.716440999999996,17/04/2016,1236.0,Fatal
24303015,9268000,116.11546499999999,-34.633035,17/04/2016,1252.0,Fatal
24303016,9268007,117.35331399999998,-33.343393,15/04/2016,1741.0,Fatal
24303266,9268270,118.601097,-31.370803999999996,19/04/2016,2230.0,Fatal
24303550,9182500,117.650152,-33.863163,2/01/2016,1720.0,Fatal
24303551,9182529,117.32808600000001,-31.99788,4/01/2016,1547.0,Fatal
24303555,9208350,128.197447,-16.584364,14/01/2016,1845.0,Fatal
24303556,9208356,116.866824,-20.792925,14/01/2016,1535.0,Fatal
24303558,9208366,115.960563,-32.334363,9/01/2016,215.0,Fatal
24303560,9208377,116.840746,-34.995676,10/01/2016,1145.0,Fatal
24303561,9208381,115.85691299999999,-31.800832,8/01/2016,1830.0,Fatal
24303562,9208389,118.59926000000002,-20.926493,9/01/2016,1610.0,Fatal
24303565,9208585,117.72154099999999,-34.80121,18/01/2016,1729.0,Fatal
24303566,9209419,115.497426,-33.610632,20/01/2016,740.0,Fatal
24303568,9209433,116.09890700000001,-31.754639,24/01/2016,1953.0,Fatal
24303569,9209437,117.910402,-27.728465999999997,22/01/2016,230.0,Fatal
24303573,9222550,115.245107,-33.696025,27/01/2016,,Fatal
24303574,9222554,114.64421000000002,-28.41834,27/01/2016,624.0,Fatal
24303575,9222559,115.734202,-31.649943,29/01/2016,2119.0,Fatal
24303576,9222564,116.45979399999999,-31.536445,29/01/2016,1524.0,Fatal
24303578,9222669,116.71497099999999,-32.9072,3/02/2016,639.0,Fatal
24303579,9222675,117.59804199999999,-32.520270000000004,3/02/2016,2100.0,Fatal
24303580,9222833,115.81946699999999,-31.914071000000003,7/02/2016,1226.0,Fatal
24303583,9222849,116.981476,-31.608590000000003,6/02/2016,2030.0,Fatal
24303584,9222895,115.75835500000001,-31.904187,6/02/2016,2245.0,Fatal
24303586,9222955,116.21273400000001,-32.321453999999996,22/01/2016,935.0,Fatal
24303902,9229841,116.214339,-33.374179999999996,16/02/2016,1815.0,Fatal
24303903,9229847,116.805725,-30.018457,16/02/2016,1200.0,Fatal
24304608,9251532,117.798526,-28.680859,23/03/2016,2100.0,Fatal
24304609,9251538,121.526899,-31.361503999999996,19/03/2016,1045.0,Fatal
24304610,9251553,117.860169,-23.113079,15/03/2016,2107.0,Fatal
24304612,9251562,116.25821299999998,-31.781734000000004,28/03/2016,1210.0,Fatal
24304613,9251566,115.58496799999999,-31.316358,25/03/2016,1230.0,Fatal
24304614,9251572,117.405735,-32.177716,21/03/2016,1530.0,Fatal
24304616,9251585,116.00927,-32.172290000000004,24/03/2016,630.0,Fatal
24304640,9251889,115.74931699999999,-32.882867,12/03/2016,1515.0,Fatal
24304641,9251893,118.14881299999999,-31.880919,5/03/2016,2350.0,Fatal
24304642,9251900,117.569116,-34.437931,8/03/2016,1326.0,Fatal
24304643,9251904,115.81583799999999,-32.093491,10/02/2016,2343.0,Fatal
24305177,9252809,115.90022900000001,-31.901241,4/04/2016,1901.0,Fatal
24305179,9252833,115.70955,-32.543908,29/03/2016,945.0,Fatal
24305180,9252839,116.000262,-32.073793,29/03/2016,1500.0,Fatal
24305760,9253995,115.708556,-31.666767,8/04/2016,1710.0,Fatal
24307365,9237212,115.677765,-33.360831,3/03/2016,1705.0,Fatal
24307368,9237239,118.285845,-34.025451000000004,7/03/2016,800.0,Fatal
24307369,9237243,115.616423,-31.522844,6/03/2016,2100.0,Fatal
24307370,9237255,118.17648899999999,-32.452476000000004,6/03/2016,1130.0,Fatal
24307371,9237263,116.71208200000001,-31.533328000000004,6/03/2016,715.0,Fatal
24307372,9237267,117.92096299999999,-34.894193,20/02/2016,1326.0,Fatal
24307373,9237273,119.91766899999999,-33.0825,19/02/2016,2210.0,Fatal
24308217,9269162,116.44474199999999,-32.864931,20/04/2016,1556.0,Fatal
24308377,9288311,115.10908400000001,-33.970893,31/05/2016,850.0,Fatal
24308378,9288315,115.94936200000001,-31.517267999999998,5/05/2016,504.0,Fatal
24308379,9288321,121.563852,-31.460924,12/05/2016,1457.0,Fatal
24308380,9288329,115.83351699999999,-31.950553999999997,13/05/2016,653.0,Fatal
24308381,9288341,115.80563300000001,-32.226627,28/05/2016,1726.0,Fatal
24308382,9288347,116.03690700000001,-33.259896000000005,20/05/2016,1941.0,Fatal
24308383,9288351,116.046244,-31.060710999999998,18/05/2016,1950.0,Fatal
24308384,9288358,116.693716,-31.623155,10/05/2016,2230.0,Fatal
24308385,9288362,119.74264,-23.344168,27/04/2016,1810.0,Fatal
24308394,9288446,115.925168,-31.84856,31/05/2016,2208.0,Fatal
24308651,9288954,123.64546200000001,-17.3125,6/06/2016,1914.0,Fatal
24308652,9288960,115.839802,-31.900422,2/06/2016,1611.0,Fatal
24308659,9288999,115.79854099999999,-31.818723,1/06/2016,540.0,Fatal
24311454,9285058,115.93923000000001,-32.360279999999996,8/05/2016,1745.0,Fatal
24311455,9285064,117.737796,-31.128775,7/05/2016,1535.0,Fatal
24311456,9285068,118.25908100000001,-34.121887,1/05/2016,530.0,Fatal
24311457,9285073,118.004499,-33.933256,8/05/2016,2230.0,Fatal
24312077,9323855,115.72793,-33.358538,1/07/2016,1826.0,Fatal
24312078,9323859,116.206277,-31.886556,2/07/2016,2155.0,Fatal
24312079,9323863,116.366324,-31.515928000000002,3/07/2016,1550.0,Fatal
24312399,9324647,116.857557,-29.976829,6/07/2016,655.0,Fatal
24312679,9325182,116.328801,-31.828438000000002,9/07/2016,748.0,Fatal
24312680,9325191,115.91881299999999,-31.819264,6/07/2016,2158.0,Fatal
24312681,9325198,115.710443,-31.650111,7/07/2016,1433.0,Fatal
24312682,9325204,115.749381,-32.488498,8/07/2016,1454.0,Fatal
24312683,9325210,115.763857,-33.290397,8/07/2016,1908.0,Fatal
24312684,9325215,115.919031,-31.9851,8/07/2016,2300.0,Fatal
24312983,9325871,118.47808300000001,-28.044655,16/07/2016,2130.0,Fatal
24312984,9325877,128.756879,-15.79171,16/07/2016,1650.0,Fatal
24312986,9325891,116.01630300000001,-31.908852000000003,17/07/2016,2239.0,Fatal
24314739,9338379,114.14747,-27.844948,19/07/2016,1709.0,Fatal
24314740,9338387,117.63010600000001,-32.159338,20/07/2016,35.0,Fatal
24314794,9338777,117.87736799999999,-27.624329,22/07/2016,1030.0,Fatal
24315330,9339546,115.77593,-31.984999,29/07/2016,1800.0,Fatal
24315331,9339597,118.629704,-25.699057999999997,31/07/2016,2000.0,Fatal
24315705,9312602,115.810332,-32.287514,9/06/2016,1306.0,Fatal
24315707,9312610,117.058899,-33.469301,9/06/2016,1520.0,Fatal
24316036,9313523,115.87574,-33.129992,12/06/2016,1840.0,Fatal
24316037,9313527,115.79633999999999,-31.740589,10/06/2016,2110.0,Fatal
24316038,9313531,115.50258600000001,-33.714757,14/06/2016,807.0,Fatal
24316313,9313984,118.110175,-32.086448,18/06/2016,845.0,Fatal
24316314,9313988,117.2947,-32.710485,16/06/2016,1.0,Fatal
24316734,9369785,126.470047,-18.788846,26/08/2016,1345.0,Fatal
24318740,9365167,115.80413899999999,-31.833626000000002,17/09/2016,1931.0,Fatal
24318741,9365176,115.97301200000001,-31.890314,20/09/2016,1847.0,Fatal
24319417,9347843,115.72038400000001,-32.925512,7/08/2016,137.0,Fatal
24319418,9347847,115.780823,-32.261205,6/08/2016,1930.0,Fatal
24319995,9348921,115.68828700000002,-31.524278999999996,14/08/2016,1901.0,Fatal
24319996,9348930,115.83711699999999,-31.934903000000002,14/08/2016,1615.0,Fatal
24319997,9348937,116.11558000000001,-32.038646,14/08/2016,1354.0,Fatal
24320031,9349256,116.014983,-32.120146999999996,15/08/2016,1009.0,Fatal
24320329,9349776,116.371959,-33.26122,18/08/2016,2314.0,Fatal
24320330,9349780,115.97290500000001,-32.218968,17/08/2016,1209.0,Fatal
24320331,9349787,124.37218500000002,-32.405533,16/08/2016,1145.0,Fatal
24320351,9349903,115.71471399999999,-31.675065000000004,20/08/2016,1155.0,Fatal
24320609,9350205,115.866827,-31.917026,11/08/2016,1105.0,Fatal
24320610,9350211,115.72438899999999,-33.21895,24/08/2016,2255.0,Fatal
24322064,9389976,115.789158,-32.559327,12/10/2016,1048.0,Fatal
24322065,9389984,115.74479,-32.537464,9/10/2016,2131.0,Fatal
24322066,9389992,116.71776100000001,-31.436837,2/10/2016,330.0,Fatal
